,Level_1,Level_2,Level_3,Level_4,Level_5,MN2P2.1,MN2P2.2,MN2P2.3,MN2P2.4,N0P0.1,N0P0.2,N0P0.3,N0P0.4,N2P2.1,N2P2.2,N2P2.3,N2P2.4,RS.MN2P2.1,RS.MN2P2.2,RS.MN2P2.3,RS.MN2P2.4,RSN0P0.1,RSN0P0.2,RSN0P0.3,RSN0P0.4,RS.N2P2.1,RS.N2P2.2,RS.N2P2.3,RS.N2P2.4
kegg715,Metabolism,Carbohydrate metabolism,ko00640 Propanoate metabolism,K23257 methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-],K23257,2,2,3,2,2,1,1,1,2,2,1,2,1,1,1,1,0,2,1,1,1,1,1,1
kegg716,Metabolism,Carbohydrate metabolism,ko00640 Propanoate metabolism,K23259 isopropanol dehydrogenase (NADP+) [EC:1.1.1.80],K23259,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kegg717,Metabolism,Carbohydrate metabolism,ko00640 Propanoate metabolism,K24012 acetate---CoA ligase (ADP-forming) [EC:6.2.1.13],K24012,11,10,13,12,12,17,12,10,12,15,15,12,10,10,14,12,12,16,16,12,18,13,10,15
kegg718,Metabolism,-,Carbohydrate metabolism,ko00650 Butanoate metabolism,ko00650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg719,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K00004 (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]",K00004,2,3,3,1,2,2,1,3,2,2,0,1,1,0,1,0,2,1,3,0,2,4,1,3
kegg720,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00019 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30],K00019,6,10,11,5,9,12,7,11,12,11,10,10,14,14,17,14,14,12,6,12,14,10,11,10
kegg721,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00022 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],K00022,5,2,5,2,4,3,4,5,2,2,4,2,1,2,2,1,6,4,5,3,2,1,1,2
kegg722,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00023 acetoacetyl-CoA reductase [EC:1.1.1.36],K00023,5,4,5,5,4,4,5,5,3,4,3,5,5,5,6,7,8,5,7,4,4,6,7,4
kegg723,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00043 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61],K00043,0,0,1,1,1,1,0,0,1,0,1,1,1,3,1,2,1,2,1,2,0,1,1,1
kegg724,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00074 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],K00074,15,16,9,13,12,14,23,12,15,23,16,18,11,14,9,15,23,18,17,11,16,15,15,13
kegg725,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00135 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],K00135,19,16,17,12,9,20,18,16,20,20,24,22,27,26,26,20,29,25,23,22,22,23,30,28
kegg726,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00169 pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1],K00169,7,11,12,6,12,9,14,13,8,11,6,8,2,5,8,6,7,8,10,9,4,3,6,5
kegg727,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00170 pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1],K00170,6,9,9,7,21,14,15,10,11,13,9,12,5,8,10,9,6,7,9,5,4,7,6,7
kegg728,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00171 pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1],K00171,1,3,4,3,2,3,2,4,2,2,1,3,1,2,2,1,2,3,3,2,0,2,1,3
kegg729,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00172 pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1],K00172,4,4,8,5,6,9,7,7,6,8,6,5,3,4,4,2,4,4,6,5,2,3,4,4
kegg730,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00174 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],K00174,17,14,14,19,9,18,13,17,18,15,15,21,12,16,18,15,15,13,13,11,21,12,10,14
kegg731,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00175 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11],K00175,9,12,12,8,10,6,11,13,7,8,11,11,6,8,11,7,9,9,7,7,8,10,9,8
kegg732,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00209 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44],K00209,0,0,0,0,0,1,0,1,1,1,1,1,0,2,2,1,1,1,1,1,1,1,0,2
kegg733,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K00239 succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]",K00239,24,23,22,30,23,23,18,23,24,28,29,25,28,24,30,26,28,29,23,24,22,26,27,21
kegg734,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K00240 succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]",K00240,18,12,13,21,15,10,14,13,14,14,14,13,13,17,14,14,16,17,13,15,16,11,15,14
kegg735,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K00241 succinate dehydrogenase / fumarate reductase, cytochrome b subunit",K00241,10,11,9,14,9,9,7,10,11,12,11,9,13,10,16,10,13,13,9,9,11,10,12,13
kegg736,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K00242 succinate dehydrogenase / fumarate reductase, membrane anchor subunit",K00242,6,7,8,11,9,5,6,4,7,8,9,7,12,10,11,7,7,10,5,6,12,9,9,11
kegg737,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00244 fumarate reductase flavoprotein subunit [EC:1.3.5.4],K00244,4,5,7,4,7,5,5,5,4,2,5,4,4,5,8,6,6,5,4,4,3,6,5,5
kegg738,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00245 fumarate reductase iron-sulfur subunit [EC:1.3.5.4],K00245,2,2,3,1,3,2,1,2,2,3,1,1,0,2,2,1,2,2,0,1,1,2,1,0
kegg739,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00246 fumarate reductase subunit C,K00246,3,1,2,2,3,3,2,1,2,3,2,2,1,2,2,1,1,3,1,1,1,2,1,1
kegg740,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00248 butyryl-CoA dehydrogenase [EC:1.3.8.1],K00248,2,1,2,1,1,1,1,1,1,1,0,1,2,3,0,3,1,2,0,2,2,1,3,2
kegg741,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9],K00626,39,40,39,26,36,43,34,41,42,43,45,40,56,44,45,45,60,53,36,38,59,48,47,58
kegg742,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00656 formate C-acetyltransferase [EC:2.3.1.54],K00656,0,1,1,1,1,1,0,4,2,3,2,1,1,1,1,3,1,3,1,2,0,1,2,3
kegg743,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K00823 4-aminobutyrate aminotransferase [EC:2.6.1.19],K00823,9,7,7,7,5,7,7,5,6,6,5,8,7,4,4,6,10,4,11,6,5,9,4,4
kegg744,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01027 3-oxoacid CoA-transferase [EC:2.8.3.5],K01027,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
kegg745,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01028 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5],K01028,2,3,1,3,1,0,1,1,3,3,6,1,9,5,4,8,6,7,1,4,7,7,4,6
kegg746,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01029 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5],K01029,2,2,1,1,0,1,2,0,2,2,2,3,13,3,4,5,6,5,1,5,7,5,5,5
kegg747,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01034 acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9],K01034,5,3,1,1,3,3,1,3,2,4,2,1,1,2,3,2,1,3,4,4,2,1,2,1
kegg748,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01035 acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9],K01035,2,2,1,2,3,4,1,4,2,3,3,1,1,1,2,3,1,3,2,3,2,2,3,1
kegg749,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K01039 glutaconate CoA-transferase, subunit A [EC:2.8.3.12]",K01039,5,6,6,3,5,3,4,5,4,3,3,4,2,6,2,1,4,5,3,2,2,2,1,2
kegg750,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K01040 glutaconate CoA-transferase, subunit B [EC:2.8.3.12]",K01040,2,5,6,4,4,3,3,3,2,4,4,3,2,3,2,1,5,3,4,1,1,2,2,2
kegg751,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01575 acetolactate decarboxylase [EC:4.1.1.5],K01575,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
kegg752,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01580 glutamate decarboxylase [EC:4.1.1.15],K01580,2,2,0,3,0,0,1,1,1,1,4,1,1,2,3,0,2,2,1,2,1,3,2,2
kegg753,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01640 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],K01640,12,7,8,6,6,10,10,6,8,9,9,5,11,11,8,9,14,8,7,9,6,11,10,9
kegg754,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01641 hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],K01641,6,5,6,5,4,2,3,4,3,4,6,4,5,4,6,6,2,4,5,3,7,4,5,4
kegg755,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6],K01652,55,54,66,50,63,61,55,56,53,56,52,62,51,50,48,51,58,56,60,50,47,63,46,55
kegg756,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6],K01653,11,14,9,10,10,8,9,11,9,9,9,11,16,12,10,13,10,9,11,12,8,15,15,13
kegg757,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01692 enoyl-CoA hydratase [EC:4.2.1.17],K01692,14,21,16,15,17,19,16,13,14,19,18,20,40,29,35,23,44,31,20,24,43,35,30,34
kegg758,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01715 enoyl-CoA hydratase [EC:4.2.1.17],K01715,15,11,8,13,14,15,10,12,15,15,13,14,12,10,12,10,15,16,12,14,15,16,10,12
kegg759,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01782 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],K01782,2,5,5,5,3,7,2,6,4,5,5,7,8,4,6,6,11,7,4,5,6,5,6,11
kegg760,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01799 maleate isomerase [EC:5.2.1.1],K01799,1,2,2,2,3,3,3,2,2,3,4,4,2,2,2,3,4,3,4,3,3,5,4,2
kegg761,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K01907 acetoacetyl-CoA synthetase [EC:6.2.1.16],K01907,6,11,13,11,9,12,10,12,12,11,14,7,8,12,14,10,8,11,14,11,9,12,9,12
kegg762,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K03366 meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]",K03366,2,4,2,1,0,2,3,2,2,2,4,2,0,1,1,2,2,3,4,3,1,2,1,1
kegg763,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K03737 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-],K03737,6,8,8,8,6,12,12,10,11,6,7,9,4,5,7,7,6,10,9,11,2,8,5,4
kegg764,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K03821 polyhydroxyalkanoate synthase subunit PhaC [EC:2.3.1.-],K03821,22,29,31,25,36,27,24,29,25,26,29,26,22,20,25,20,17,24,17,23,20,27,28,20
kegg765,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K04072 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],K04072,5,7,3,5,6,6,2,7,6,8,8,8,2,3,2,0,5,3,6,3,3,2,0,1
kegg766,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K04073 acetaldehyde dehydrogenase [EC:1.2.1.10],K04073,1,2,1,1,0,2,3,1,2,1,1,1,6,4,3,3,4,3,5,3,3,5,2,5
kegg767,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K05973 poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75],K05973,3,4,4,9,6,3,3,4,3,3,5,4,5,4,6,4,5,7,3,5,3,6,6,8
kegg768,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K07246 tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83],K07246,3,2,3,3,2,5,5,4,5,5,6,4,11,8,5,6,6,4,5,8,7,7,8,10
kegg769,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K07250 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48],K07250,4,5,4,4,2,4,4,5,5,4,4,6,6,5,3,3,7,5,4,2,7,3,4,6
kegg770,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K07516 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35],K07516,10,13,7,10,9,8,9,13,8,8,7,8,23,17,19,14,10,9,10,11,17,16,18,23
kegg771,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K07518 hydroxybutyrate-dimer hydrolase [EC:3.1.1.22],K07518,5,4,3,1,4,3,3,4,2,2,4,3,4,4,5,2,1,2,4,4,5,2,3,4
kegg772,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K11258 acetolactate synthase II small subunit [EC:2.2.1.6],K11258,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,1
kegg773,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K14534 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3],K14534,5,5,5,5,3,3,4,5,4,4,4,5,3,3,4,4,3,2,5,3,4,6,3,3
kegg774,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K16871 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96],K16871,2,2,3,1,0,0,2,1,2,2,1,2,2,3,2,0,3,3,2,1,1,3,1,4
kegg775,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K17829 crotonyl-CoA reductase [EC:1.3.1.86],K17829,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,2,1,1
kegg776,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K17865 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55],K17865,1,2,1,5,5,1,4,1,3,2,2,3,1,3,2,3,1,3,3,4,1,4,3,1
kegg777,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,"K18009 meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]",K18009,2,3,2,1,1,4,5,6,2,2,4,3,5,5,6,3,5,5,4,4,6,5,6,5
kegg778,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K18118 succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18],K18118,1,2,1,1,1,0,1,1,1,0,1,0,2,0,2,1,1,1,0,1,1,1,0,1
kegg779,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K18119 succinate-semialdehyde dehydrogenase [EC:1.2.1.76],K18119,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
kegg780,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K18122 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-],K18122,1,3,0,1,1,2,1,1,0,1,1,1,1,2,0,0,1,1,1,1,0,1,0,1
kegg781,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K18366 acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87],K18366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
kegg782,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K20509 carboxybiotin decarboxylase [EC:7.2.4.1],K20509,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
kegg783,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K22881 polyhydroxyalkanoate synthase subunit PhaE,K22881,2,4,4,4,8,1,2,5,3,4,3,4,1,3,4,3,2,3,3,3,3,3,3,3
kegg784,Metabolism,Carbohydrate metabolism,ko00650 Butanoate metabolism,K23351 glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma,K23351,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
kegg785,Metabolism,-,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,ko00660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg786,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K00052 3-isopropylmalate dehydrogenase [EC:1.1.1.85],K00052,21,19,19,20,25,15,25,18,18,20,20,20,19,18,18,22,20,14,16,17,17,24,20,22
kegg787,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01575 acetolactate decarboxylase [EC:4.1.1.5],K01575,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
kegg788,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01652 acetolactate synthase I/II/III large subunit [EC:2.2.1.6],K01652,52,54,70,53,63,60,54,57,52,58,52,56,53,47,48,55,61,60,59,50,49,61,48,53
kegg789,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6],K01653,10,14,9,11,10,10,10,11,9,9,10,12,15,12,10,15,9,10,11,12,11,15,14,13
kegg790,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01703 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],K01703,24,25,24,22,25,23,26,21,23,21,21,25,19,26,23,25,28,20,28,21,23,24,21,24
kegg791,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01704 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],K01704,16,18,23,16,17,9,13,10,15,15,14,15,14,18,21,13,15,17,17,16,19,19,15,21
kegg792,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01902 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],K01902,14,18,12,13,18,11,9,13,15,18,15,14,15,15,14,13,16,15,13,12,15,15,10,13
kegg793,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K01903 succinyl-CoA synthetase beta subunit [EC:6.2.1.5],K01903,16,14,14,16,18,16,9,13,18,19,22,19,20,22,18,20,17,17,15,16,15,20,17,17
kegg794,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K08691 malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],K08691,2,3,4,3,8,4,4,2,5,2,4,3,2,3,2,1,2,2,5,1,3,1,3,2
kegg795,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K09011 (R)-citramalate synthase [EC:2.3.1.182],K09011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
kegg796,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K10218 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],K10218,8,8,10,9,9,9,6,7,6,9,9,8,12,10,10,11,12,11,6,10,11,12,11,12
kegg797,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K11258 acetolactate synthase II small subunit [EC:2.2.1.6],K11258,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1
kegg798,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K14449 2-methylfumaryl-CoA hydratase [EC:4.2.1.148],K14449,2,2,1,3,4,1,2,2,1,2,5,1,2,0,3,1,1,1,4,2,2,2,1,2
kegg799,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K18288 itaconate CoA-transferase [EC:2.8.3.-],K18288,1,1,2,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
kegg800,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K18289 itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22],K18289,0,5,4,5,4,3,4,3,4,3,4,2,1,4,2,3,5,3,3,5,2,4,4,1
kegg801,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K18290 itaconyl-CoA hydratase [EC:4.2.1.56],K18290,3,2,5,4,4,4,3,4,3,3,3,3,1,2,2,2,4,2,3,4,2,0,1,2
kegg802,Metabolism,Carbohydrate metabolism,ko00660 C5-Branched dibasic acid metabolism,K19268 methylaspartate mutase epsilon subunit [EC:5.4.99.1],K19268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg803,Metabolism,-,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,ko00562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kegg804,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K00010 myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369],K00010,12,16,18,9,8,15,13,12,19,12,11,17,11,12,14,8,5,11,9,9,11,12,11,10
kegg805,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K00140 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27],K00140,13,8,10,9,10,12,11,8,13,10,8,11,14,13,11,9,15,9,8,10,15,11,14,13
kegg806,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K00469 inositol oxygenase [EC:1.13.99.1],K00469,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,1
kegg807,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K01083 3-phytase [EC:3.1.3.8],K01083,0,4,0,3,2,1,1,2,2,1,2,4,6,4,3,3,4,4,3,4,5,2,3,3
kegg808,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K01092 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25],K01092,14,15,13,16,17,11,17,13,16,18,16,15,17,13,12,20,16,15,14,12,14,14,12,17
kegg809,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K01114 phospholipase C [EC:3.1.4.3],K01114,2,2,1,1,2,2,1,1,2,1,1,3,3,1,2,1,18,3,3,4,1,3,3,3
kegg810,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1],K01803,7,12,12,11,8,6,6,8,14,13,10,10,10,11,18,10,12,10,8,16,16,12,10,9
kegg811,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4],K01858,6,8,10,11,11,8,13,9,10,15,11,11,7,9,9,7,6,5,11,10,9,10,7,7
kegg812,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K03335 inosose dehydratase [EC:4.2.1.44],K03335,10,7,9,13,6,5,7,8,6,9,10,10,7,5,7,8,4,6,8,7,4,6,9,5
kegg813,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,"K03336 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]",K03336,6,8,8,8,7,6,6,7,7,5,7,5,5,4,4,9,6,5,5,6,10,8,5,3
kegg814,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K03337 5-deoxy-glucuronate isomerase [EC:5.3.1.30],K03337,6,4,5,11,3,5,4,3,6,5,5,3,5,7,6,6,4,3,5,5,6,5,4,3
kegg815,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K03338 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],K03338,7,10,4,8,6,4,6,5,5,6,6,5,5,5,6,5,5,5,7,6,7,10,5,6
kegg816,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K06606 2-keto-myo-inositol isomerase [EC:5.3.99.11],K06606,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,5,2,2,2,1,1,1,1,1
kegg817,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K16043 scyllo-inositol 2-dehydrogenase (NAD+) [EC:1.1.1.370],K16043,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1
kegg818,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K16044 scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371],K16044,3,1,2,2,2,1,1,1,1,3,1,2,2,2,2,2,1,3,1,3,2,3,2,1
kegg819,Metabolism,Carbohydrate metabolism,ko00562 Inositol phosphate metabolism,K18649 inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15],K18649,1,1,2,1,0,0,0,1,1,0,1,1,4,3,2,1,5,2,1,1,3,3,1,2
